ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2016-07-31,27651,16.1,77.7,84,75,8.1,0.18,Sunday,7
2016-08-01,49401,15.4,74.2,82.9,71.1,10.4,0.57,Monday,8
2016-08-02,56764,15,74.2,80.1,71.1,10.5,0,Tuesday,8
2016-08-03,57003,15.3,74.2,81,68,7.5,0,Wednesday,8
2016-08-04,56604,16.3,75.6,84,68,5.9,0,Thursday,8
2016-08-05,53297,16.1,77.4,86,70,8.1,0,Friday,8
2016-08-06,44213,19.8,80.8,91,72,8.8,0,Saturday,8
2016-08-07,43631,19.1,81.5,91,73.9,9.2,0,Sunday,8
2016-08-08,52262,15.6,80.8,89.1,73.9,7.1,0,Monday,8
2016-08-09,56112,14.8,80.8,89.1,75,6.5,0,Tuesday,8
2016-08-10,50114,14.8,81.5,89.1,75,9.3,0.01,Wednesday,8
2016-08-11,47430,14.2,86.8,97,75.9,7.2,0.05,Thursday,8
2016-08-12,44750,16.5,86.5,98.1,75.9,7.9,0.56,Friday,8
2016-08-13,38912,18.5,89.2,98.1,75.9,7.0,0.07,Saturday,8
2016-08-14,32961,17.4,90.7,97,82,8.6,0,Sunday,8
2016-08-15,49063,14.4,84.6,98.1,78.1,5.6,0.01,Monday,8
2016-08-16,50426,14.8,84.9,93,78.1,9.0,0,Tuesday,8
2016-08-17,53989,15.5,82.8,91,78.1,11.7,0.13,Wednesday,8
2016-08-18,53218,15.6,80.3,88,75,5.4,0.02,Thursday,8
2016-08-19,51669,16.1,81.6,89.1,75,6.6,0,Friday,8
2016-08-20,45817,21.1,79,89.1,75,6.3,0.02,Saturday,8
2016-08-21,35051,20.3,80.7,89.1,75,9.7,0.12,Sunday,8
2016-08-22,54404,15.1,76,89.1,71.1,15.1,0.13,Monday,8
2016-08-23,58674,16.1,74.3,84,66.9,6.4,0,Tuesday,8
2016-08-24,58154,16,78.6,89.1,66.9,6.4,0,Wednesday,8
2016-08-25,53487,16.1,78.6,89.1,71.1,10.6,0,Thursday,8
2016-08-26,52037,16.3,83.6,91,73,8.7,0.01,Friday,8
2016-08-27,45674,20,82.4,91,75.9,8.2,0,Saturday,8
2016-08-28,44639,19.6,80.7,89.1,73.9,6.3,0,Sunday,8
2016-08-29,53288,15.8,82.1,91,73.9,8.6,0,Monday,8
2016-08-30,57405,15.3,79,91,72,9.0,0,Tuesday,8
2016-08-31,57214,14.5,80.5,90,72,7.5,0,Wednesday,8
2016-09-01,38187,13.3,76.9,90,73,5.6,0.03,Thursday,9
2016-09-02,53007,16.3,75,82.9,68,9.2,0.31,Friday,9
2016-09-03,41630,19.1,73.5,82.9,68,10.8,0,Saturday,9
2016-09-04,46023,21,72.1,81,66,9.5,0,Sunday,9
2016-09-05,45436,19.4,73.8,84,66,10.8,0,Monday,9
2016-09-06,52447,14.6,77.8,84,66.9,15.2,0,Tuesday,9
2016-09-07,60500,15.7,77.2,86,71.6,11.2,0.01,Wednesday,9
2016-09-08,61596,14.5,79,88,72,6.0,0,Thursday,9
2016-09-09,56813,14.7,86.5,93,73,7.5,0,Friday,9
2016-09-10,48455,17.4,82.2,93,75.9,7.1,0.05,Saturday,9
2016-09-11,52245,19.2,80.6,91,75.9,11.5,0,Sunday,9
2016-09-12,61103,16,71.3,84,64,8.2,0,Monday,9
2016-09-13,64839,15.1,73.2,82,64,7.7,0,Tuesday,9
2016-09-14,59203,14.4,78,91.9,68,8.5,0,Wednesday,9
2016-09-15,67331,15.1,70.4,91.9,63,10.3,0.37,Thursday,9
2016-09-16,65275,15.4,68.5,75,63,6.4,0,Friday,9
2016-09-17,59200,19.3,69.2,78.1,64,6.3,0,Saturday,9
2016-09-18,51686,17.3,76.3,84.9,64,8.8,0,Sunday,9
2016-09-19,34217,13.6,75.2,84.9,72,5.9,0.31,Monday,9
2016-09-20,64891,15,75.4,84,71.1,5.1,0.47,Tuesday,9
2016-09-21,65463,14.9,77.6,84.9,71.1,4.0,0,Wednesday,9
2016-09-22,67810,14.7,76.8,86,70,5.8,0,Thursday,9
2016-09-23,65517,15.4,77.2,89.1,69.1,4.3,0,Friday,9
2016-09-24,53259,17.9,68.5,89.1,59,9.5,0.44,Saturday,9
2016-09-25,53568,18,64.2,72,57.9,6.8,0.2,Sunday,9
2016-09-26,61386,14.3,65.6,73,57,7.2,0,Monday,9
2016-09-27,61346,14.1,70.5,75.9,57,8.4,0.15,Tuesday,9
2016-09-28,59464,13.6,67.6,75.9,62.1,10.8,0,Wednesday,9
2016-09-29,55578,12.9,63.2,71.1,60.1,18.2,0,Thursday,9
2016-09-30,21381,11.5,62.1,66.9,60.1,21.8,0,Friday,9
2017-04-01,23849,18.6,42.2,48,39,17.2,1.78,Saturday,4
2017-04-02,39780,23.5,50.6,63,39,9.7,0.01,Sunday,4
2017-04-03,43485,18.1,56.4,63,43,7.0,0,Monday,4
2017-04-04,29991,16.9,50.1,63,45,11.3,1.6,Tuesday,4
2017-04-05,47636,19.6,51.7,63,45,5.4,0.03,Wednesday,4
2017-04-06,18020,16.1,46,53.1,42.8,12.1,0.02,Thursday,4
2017-04-07,35779,12.3,50.1,54,43,13.2,0.83,Friday,4
2017-04-08,35936,19.3,47.4,57.9,42.1,16.0,0,Saturday,4
2017-04-09,43896,23.3,54.4,68,42.1,8.8,0,Sunday,4
2017-04-10,50424,21,61.3,73,46,7.6,0,Monday,4
2017-04-11,57310,23.4,67.4,78.1,52,7.9,0,Tuesday,4
2017-04-12,51188,14.6,63.9,78.1,54,4.3,0,Wednesday,4
2017-04-13,52915,15.5,58.5,77,50,9.8,0.03,Thursday,4
2017-04-14,52232,19.2,57.2,66,50,7.1,0,Friday,4
2017-04-15,42531,19.5,57.2,66,50,8.4,0,Saturday,4
2017-04-16,48140,30.8,70.8,88,52,9.5,0,Sunday,4
2017-04-17,53247,15.3,70.9,88,60.1,12.2,0,Monday,4
2017-04-18,53809,14.7,59.2,73,51.1,10.2,0,Tuesday,4
2017-04-19,45787,12.7,50,64.9,46,11.0,0,Wednesday,4
2017-04-20,44264,19.7,54.4,66,46,6.7,0.19,Thursday,4
2017-04-21,39868,13.2,52.3,66,48.9,11.2,0.3,Friday,4
2017-04-22,34596,17,51.8,55.9,48,6.9,0.02,Saturday,4
2017-04-23,49107,20.7,54.7,64.9,48,7.0,0.07,Sunday,4
2017-04-24,48692,14,53.5,64.9,48,6.0,0,Monday,4
2017-04-25,20332,11.6,52.8,59,48,16.3,0.07,Tuesday,4
2017-04-26,37727,12.7,55.2,62.1,50,11.9,0.73,Wednesday,4
2017-04-27,52035,15,62,69.1,53.1,5.1,0.13,Thursday,4
2017-04-28,62199,16.7,66.6,84.9,55,5.9,0.01,Friday,4
2017-04-29,57701,22.4,76.9,88,55,8.8,0.06,Saturday,4
2017-04-30,42928,17.9,64.7,88,55.9,10.1,0,Sunday,4
2017-05-01,56218,15.7,55.9,73,50,9.3,0,Monday,5
2017-05-02,61207,18,70.5,78.1,50,12.9,0,Tuesday,5
2017-05-03,59252,17.6,64.3,78.1,61,14.1,0,Wednesday,5
2017-05-04,57429,16.8,57.7,66.9,51.1,8.9,0,Thursday,5
2017-05-05,24009,12.9,56,66,51.1,11.4,0.01,Friday,5
2017-05-06,46618,17.8,62.4,66.9,53.1,13.8,2.31,Saturday,5
2017-05-07,34293,15.4,56.1,66.9,53.1,12.2,0.01,Sunday,5
2017-05-08,51553,14.1,53.4,62.1,48,12.5,0,Monday,5
2017-05-09,56461,13.9,55.6,64,48,9.2,0,Tuesday,5
2017-05-10,58454,15.5,56.8,64.9,48.9,6.2,0,Wednesday,5
2017-05-11,57208,13.9,57.1,64.9,52,6.4,0,Thursday,5
2017-05-12,56675,15,56.5,64,52,6.9,0,Friday,5
2017-05-13,5704,19.5,53.2,55.9,48,11.1,0.13,Saturday,5
2017-05-14,38729,17.6,55.4,70,46.9,13.4,1.61,Sunday,5
2017-05-15,54715,14.2,61.7,70,46.9,17.8,0.01,Monday,5
2017-05-16,64504,15.4,68.8,82.9,54,10.3,0,Tuesday,5
2017-05-17,65794,17.1,79.2,93.9,59,6.8,0,Wednesday,5
2017-05-18,63753,15.3,88.1,97,66,10.1,0,Thursday,5
2017-05-19,62143,15.8,87.9,97,80.1,11.0,0,Friday,5
2017-05-20,47859,18.1,67.3,96.1,61,10.9,0.01,Saturday,5
2017-05-21,54874,21.2,62.4,71.1,57,7.9,0,Sunday,5
2017-05-22,24627,12.4,59.8,71.1,57,7.5,0.11,Monday,5
2017-05-23,60032,15.9,63.4,70,57,4.9,0.53,Tuesday,5
2017-05-24,60622,16.6,62.8,70,57,7.4,0.03,Wednesday,5
2017-05-25,17495,11.6,58.4,69.1,55.9,11.7,0.1,Thursday,5
2017-05-26,53768,17.6,63.5,75.9,55.9,11.1,0.89,Friday,5
2017-05-27,46534,20.1,67.4,75.9,57,8.0,0.12,Saturday,5
2017-05-28,46727,24.9,64.5,72,57.9,6.8,0,Sunday,5
2017-05-29,26322,15.2,59.1,71.1,55.9,9.5,0.13,Monday,5
2017-05-30,50194,14.6,58.3,64,55,7.6,0.03,Tuesday,5
2017-05-31,59495,15.2,63.1,78.1,55,6.6,0.08,Wednesday,5
2017-06-01,67403,15.8,69.4,82,57.9,6.9,0.05,Thursday,6
2017-06-02,66907,16.3,70.6,82,60.1,8.8,0,Friday,6
2017-06-03,56264,19.4,66.1,79,59,9.2,0,Saturday,6
2017-06-04,40138,17.7,66,73.9,59,6.3,0,Sunday,6
2017-06-05,55883,15.6,61.8,71.1,59,7.9,0.06,Monday,6
2017-06-06,41268,12.4,58,66.9,55,11.5,0.02,Tuesday,6
2017-06-07,64453,15.9,58.6,70,52,8.0,0.03,Wednesday,6
2017-06-08,62653,15.6,63.9,71.1,52,5.4,0,Thursday,6
2017-06-09,66506,19.5,66.7,82.9,55.9,7.2,0,Friday,6
2017-06-10,57087,21.4,78.1,88,55.9,7.6,0,Saturday,6
2017-06-11,51427,20.4,83.7,93.9,66.9,9.0,0,Sunday,6
2017-06-12,57871,15.7,86.7,96.1,75,8.5,0,Monday,6
2017-06-13,60921,15.2,89.7,100.9,75.9,8.5,0,Tuesday,6
2017-06-14,60513,17.4,78.8,93.9,71.6,7.8,0.48,Wednesday,6
2017-06-15,64763,18.4,70.7,82.9,64,8.1,0.02,Thursday,6
2017-06-16,56403,16.6,65.6,75.9,63,9.1,0,Friday,6
2017-06-17,34900,18.5,67,73.9,63,7.0,0,Saturday,6
2017-06-18,49472,22.7,75.3,84,64,8.8,1.26,Sunday,6
2017-06-19,38310,16.1,78.5,87.1,70,11.1,0,Monday,6
2017-06-20,64673,17.4,76.9,87.1,70,11.0,1.23,Tuesday,6
2017-06-21,67218,17.4,80.3,87.1,70,8.7,0.01,Wednesday,6
2017-06-22,66308,17.5,77.1,87.1,68,7.6,0,Thursday,6
2017-06-23,55323,16.4,81.2,87.1,68,9.3,0,Friday,6
2017-06-24,52153,20.7,79.5,87.1,70,10.0,0.96,Saturday,6
2017-06-25,54655,23.2,78.2,86,70,7.1,0.18,Sunday,6
2017-06-26,62669,20.1,74,84,66.9,9.0,0,Monday,6
2017-06-27,64767,16.5,71.2,81,62.1,7.7,0.16,Tuesday,6
2017-06-28,67752,19.7,71.5,81,62.1,10.1,0,Wednesday,6
2017-06-29,64272,17.4,76.2,82.9,64,10.9,0,Thursday,6
2017-06-30,58662,19.6,80.2,89.1,69.1,11.7,0,Friday,6
2017-07-01,36737,23.1,79,89.1,73.9,9.4,0,Saturday,7
2017-07-02,43036,26.9,79.8,91,73,7.4,0.07,Sunday,7
2017-07-03,48193,21.4,83.3,91,73,7.2,0,Monday,7
2017-07-04,49924,25.4,77.8,90,70,4.2,0.12,Tuesday,7
2017-07-05,60321,18,76.7,87.1,70,7.6,0,Wednesday,7
2017-07-06,62147,17.7,74.5,84.9,69.1,7.1,0,Thursday,7
2017-07-07,44068,15.8,72.4,82,68,8.4,0.01,Friday,7
2017-07-08,55015,20.3,78.5,87.1,68,7.5,2.13,Saturday,7
2017-07-09,57118,20.4,76.3,87.1,70,8.5,0,Sunday,7
2017-07-10,60907,16.6,78.7,88,70,8.0,0,Monday,7
2017-07-11,61671,15.9,80.5,89.1,72,8.5,0,Tuesday,7
2017-07-12,61786,15.5,84.2,91,75,9.1,0,Wednesday,7
2017-07-13,56475,17.3,86,93.9,78.1,9.1,0,Thursday,7
2017-07-14,31851,16.5,69.8,93.9,64.9,8.4,0.01,Friday,7
2017-07-15,56499,19,73.7,86,64.9,6.9,0.47,Saturday,7
2017-07-16,56833,21.5,78,86,66.9,6.6,0.01,Sunday,7
2017-07-17,62555,16.6,80.1,87.1,71.1,7.2,0,Monday,7
2017-07-18,66234,16.7,80.5,88,75,7.9,0,Tuesday,7
2017-07-19,63915,16.2,84.8,93.9,75.9,7.6,0,Wednesday,7
2017-07-20,59663,15.2,87.2,98.1,77,5.0,0,Thursday,7
2017-07-21,60072,15.8,84.4,98.1,77,8.7,0,Friday,7
2017-07-22,48011,19,85.3,93.9,77,7.5,0,Saturday,7
2017-07-23,46942,17.5,76.4,91,72,5.4,0.6,Sunday,7
2017-07-24,43792,15,70.2,80.1,64,11.1,0.46,Monday,7
2017-07-25,65336,14.9,65.8,73,62.1,9.1,0.45,Tuesday,7
2017-07-26,70323,16.1,70.5,78.1,62.1,7.5,0,Wednesday,7
2017-07-27,65769,14.6,72.2,78.1,64.9,7.9,0,Thursday,7
2017-07-28,63899,15.3,76.9,84,66.9,5.8,0,Friday,7
2017-07-29,52947,17.4,73.3,84,68,13.2,0,Saturday,7
2017-07-30,59342,19,72.9,82,66,7.0,0,Sunday,7
2017-07-31,64218,14.7,77.7,89.1,66,5.3,0,Monday,7
2017-08-01,66677,17.7,81.3,91,70,5.1,0,Tuesday,8
2017-08-02,56184,20,79.6,91,69.1,6.1,0,Wednesday,8
2017-08-03,66149,19.2,76.2,88,69.1,6.2,0.08,Thursday,8
2017-08-04,56394,18.5,78.1,87.1,70,10.0,0.1,Friday,8
2017-08-05,58971,24.4,76.3,84.9,70,10.0,0.82,Saturday,8
2017-08-06,56476,22.5,72,80.1,66,10.9,0.16,Sunday,8
2017-08-07,23395,12.3,70.2,78.1,66,5.8,0,Monday,8
2017-08-08,65233,18.1,70.3,80.1,64.9,7.1,0.43,Tuesday,8
2017-08-09,67884,21.8,76.5,84.9,64.9,5.2,0,Wednesday,8
2017-08-10,66249,16.4,77.5,86,68,6.0,0,Thursday,8
2017-08-11,63140,19.5,75.9,86,71.1,7.7,0,Friday,8
2017-08-12,60540,23.1,71.8,82,64.9,5.9,0.17,Saturday,8
2017-08-13,57518,21.8,76.8,84.9,64.9,8.0,0.16,Sunday,8
2017-08-14,61482,23.3,76.6,84.9,71.1,5.8,0,Monday,8
2017-08-15,52461,15.6,73.2,77,69.1,5.3,0.32,Tuesday,8
2017-08-16,68436,17.9,76.8,86,69.1,4.8,0.12,Wednesday,8
2017-08-17,66656,17.6,76.4,86,70,7.0,0,Thursday,8
2017-08-18,36620,17.1,77.3,82.9,70,7.7,0.01,Friday,8
2017-08-19,62442,24.2,80.1,89.1,73,7.5,0.9,Saturday,8
2017-08-20,55442,20.3,78.7,89.1,71.1,10.4,0,Sunday,8
2017-08-21,61059,18.4,80.8,88,71.1,6.7,0,Monday,8
2017-08-22,60541,19.7,81.5,91,75,8.6,0,Tuesday,8
2017-08-23,65070,20.3,78.2,84,73.4,11.1,0.25,Wednesday,8
2017-08-24,66307,20,75.2,82,69.1,6.8,0.02,Thursday,8
2017-08-25,64217,17,72.3,81,66,6.0,0,Friday,8
2017-08-26,50109,19.1,71,78.1,64,5.7,0,Saturday,8
2017-08-27,54598,22.6,70.2,77,64,7.1,0,Sunday,8
2017-08-28,60886,16.8,69.8,77,64,9.3,0,Monday,8
2017-08-29,35152,14.9,66.5,75,64,11.6,0,Tuesday,8
2017-08-30,65329,16.3,67.5,80.1,61,10.6,0.32,Wednesday,8
2017-08-31,64881,15.5,74,82,61,9.8,0.01,Thursday,8
2017-09-01,54881,16.9,65.4,82,55.9,10.7,0,Friday,9
2017-09-02,37812,21.4,63.2,72,55.9,7.9,0,Saturday,9
2017-09-03,30955,20.1,62.6,72,55.9,9.8,0.79,Sunday,9
2017-09-04,55285,22.7,71.3,82,59,11.2,0.4,Monday,9
2017-09-05,65445,17.3,76.4,84.9,64,8.8,0,Tuesday,9
2017-09-06,42295,13.9,69.9,84.9,62.1,7.0,0,Wednesday,9
2017-09-07,69519,16.9,65.4,73,60.8,8.3,0.44,Thursday,9
2017-09-08,69574,15.9,67.5,75,61,10.6,0,Friday,9
2017-09-09,60155,19,63.7,73,57.9,9.1,0,Saturday,9
2017-09-10,60711,18.8,65,73,59,9.7,0,Sunday,9
2017-09-11,71917,16.3,67.7,78.1,59,5.1,0,Monday,9
2017-09-12,74580,15.5,71.9,82,59,2.9,0,Tuesday,9
2017-09-13,69566,16.1,74,84,63,4.9,0,Wednesday,9
2017-09-14,72071,14.6,75.1,84,66.9,7.0,0.02,Thursday,9
2017-09-15,72297,17.2,76.6,82.9,70,6.3,0,Friday,9
2017-09-16,61036,18.4,74.2,82,69.1,5.8,0,Saturday,9
2017-09-17,59967,18.7,72.8,81,69.1,5.1,0,Sunday,9
2017-09-18,64130,14.7,70.6,81,68,8.7,0,Monday,9
2017-09-19,57910,14,72.3,78.1,68,13.7,0,Tuesday,9
2017-09-20,71150,15.3,73.9,78.1,69.1,13.3,0.19,Wednesday,9
2017-09-21,67742,15.1,75.8,79,71.1,10.2,0,Thursday,9
2017-09-22,70127,17.2,73.8,81,68,11.5,0,Friday,9
2017-09-23,62687,21.9,76.5,86,68,10.0,0,Saturday,9
2017-09-24,57458,18.5,79.5,91,70,3.5,0,Sunday,9
2017-09-25,69200,14.7,77.5,91,71.1,5.5,0,Monday,9
2017-09-26,71518,14.1,73.7,86,68,5.6,0,Tuesday,9
2017-09-27,69897,14.4,75,84,68,7.2,0,Wednesday,9
2017-09-28,70883,14.3,74.1,84,68,11.8,0,Thursday,9
2017-09-29,67177,14.8,63.3,77,57,9.0,0,Friday,9
2017-09-30,50153,15.5,62.1,70,55.9,9.4,0,Saturday,9
2017-10-01,55505,21,58.8,70,52,6.8,0,Sunday,10
2017-10-02,65511,16.1,64.5,73.9,52,4.8,0,Monday,10
2017-10-03,69105,15.4,64,73.9,55.9,5.2,0,Tuesday,10
2017-10-04,71454,17.5,64.8,75,57.9,6.8,0,Wednesday,10
2017-10-05,70174,15.3,73,84,57.9,9.5,0,Thursday,10
2017-10-06,70257,27,74.7,84,66,7.0,0,Friday,10
2017-10-07,63635,26.9,72.4,82,66,6.4,0,Saturday,10
2017-10-08,41044,27.2,74,82,66,9.3,0,Sunday,10
2017-10-09,38391,15,73.9,80.1,71.1,9.0,0.39,Monday,10
2017-10-10,74118,15.9,75.1,81,69.1,8.4,0.21,Tuesday,10
2017-10-11,63589,15.4,70.8,81,68,7.0,0,Wednesday,10
2017-10-12,61248,21.2,62.7,78.1,59,14.4,0.07,Thursday,10
2017-10-13,67020,17.6,59.1,68,53.1,11.2,0.03,Friday,10
2017-10-14,58777,22.4,65.7,73,53.1,6.6,0.03,Saturday,10
2017-10-15,56529,16.6,69.8,75,62.1,6.8,0,Sunday,10
2017-10-16,61730,13.4,62.6,75,55,14.0,0.01,Monday,10
2017-10-17,64480,14.6,51.8,71.1,45,8.7,0,Tuesday,10
2017-10-18,70234,16.5,60,73.9,45,6.2,0,Wednesday,10
2017-10-19,72311,16,64.7,73.9,52,7.9,0,Thursday,10
2017-10-20,72173,17.6,66.9,73.9,57.9,9.7,0,Friday,10
2017-10-21,65874,18.1,67.7,79,59,4.6,0,Saturday,10
2017-10-22,62150,20.7,66.7,75.9,57.9,4.5,0,Sunday,10
2017-10-23,69274,16.2,66.9,75.9,57.9,7.1,0,Monday,10
2017-10-24,48077,13.2,70.8,75.9,61,17.4,0.04,Tuesday,10
2017-10-25,71287,16.3,64.8,75.9,61,5.5,0.09,Wednesday,10
2017-10-26,64003,15,58,68,53.1,10.5,0,Thursday,10
2017-10-27,69268,18.7,55.7,63,51.1,8.9,0,Friday,10
2017-10-28,61348,21.2,60.9,68,51.1,9.0,0,Saturday,10
2017-10-29,9537,14.5,64,68,54,10.3,0.1,Sunday,10
2017-10-30,49247,14,57.1,68,46.9,15.9,2.79,Monday,10
2017-10-31,60242,13.9,53.8,62.1,46.9,13.2,0.05,Tuesday,10
2017-11-01,60773,14.5,51.4,57.9,46.9,7.8,0,Wednesday,11
2017-11-02,70810,15.9,63,72,46.9,6.7,0,Thursday,11
2017-11-03,71818,17.5,66.1,75,57.9,7.6,0,Friday,11
2017-11-04,53435,21.4,53.1,75,48,10.3,0,Saturday,11
2017-11-05,34943,14.4,54.8,61,48,7.8,0.02,Sunday,11
2017-11-06,57606,14.3,62.6,66,52,7.8,0.08,Monday,11
2017-11-07,36362,14.4,48,66,42.1,10.3,0,Tuesday,11
2017-11-08,54211,14.7,43.4,51.1,39.9,9.5,0.6,Wednesday,11
2017-11-09,58417,15,47.6,55.9,39.9,6.5,0,Thursday,11
2017-11-10,38432,13.7,44.4,55.9,30.9,15.2,0,Friday,11
2017-11-11,28142,13.7,31,37.9,26.1,11.3,0,Saturday,11
2017-11-12,32471,14.9,39.5,46.9,26.1,4.3,0,Sunday,11
2017-11-13,38753,12.5,45.4,50,34,6.2,0,Monday,11
2017-11-14,52279,13.6,43,50,39,8.3,0.05,Tuesday,11
2017-11-15,54230,12.7,43.5,51.1,37.9,7.4,0,Wednesday,11
2017-11-16,49737,13.1,52.2,59,37.9,10.2,0.7,Thursday,11
2017-11-17,48991,14.7,45.5,59,41,16.8,0.08,Friday,11
2017-11-18,27745,14.6,44,52,36,7.2,0,Saturday,11
2017-11-19,31598,15.5,53.5,60.1,36,15.7,0.33,Sunday,11
2017-11-20,45121,12.5,43.1,60.1,37,13.1,0.02,Monday,11
2017-11-21,52451,15,49.1,59,37,11.2,0,Tuesday,11
2017-11-22,32298,15.1,51.7,59,43,8.7,0,Wednesday,11
2017-11-23,13705,17.6,38.7,55,34,10.9,0.16,Thursday,11
2017-11-24,23724,18.9,43,51.1,34,5.7,0,Friday,11
2017-11-25,30518,25.4,48.6,57.9,37,6.9,0,Saturday,11
2017-11-26,27181,13.7,49.3,57.9,42.1,13.0,0,Sunday,11
2017-11-27,46733,13.1,45.3,53.1,42.1,12.9,0,Monday,11
2017-11-28,51170,13.1,44,53.1,37,8.1,0,Tuesday,11
2017-11-29,55295,13.4,54.4,64,37,10.4,0,Wednesday,11
2017-11-30,51700,12,44.2,64,39.9,7.3,0,Thursday,11
2017-12-01,50708,13,50.4,54,39.9,9.3,0.02,Friday,12
2017-12-02,38923,14.5,44.2,53.1,39.9,5.5,0,Saturday,12
2017-12-03,33728,13.2,45.3,48,39.9,5.0,0,Sunday,12
2017-12-04,49630,12.9,45.5,52,39.9,5.0,0,Monday,12
2017-12-05,41792,12.4,53.8,60.1,39.9,11.4,0,Tuesday,12
2017-12-06,46335,12.2,50.1,60.1,41,11.9,0.69,Wednesday,12
2017-12-07,45367,12.2,42.7,59,39.9,13.2,0,Thursday,12
2017-12-08,41330,11.7,39.1,46,36,8.7,0,Friday,12
2017-12-09,10804,13.8,35.2,41,30.9,6.8,0,Saturday,12
2017-12-10,19815,13.9,35,39.9,30.9,10.9,0.34,Sunday,12
2017-12-11,41838,13,38,43,32,9.4,0,Monday,12
2017-12-12,42620,12.2,44.5,51.8,39,9.6,0,Tuesday,12
2017-12-13,32623,11.8,29.2,51.1,21.9,21.0,0,Wednesday,12
2017-12-14,27495,13.3,28.3,33.1,21.9,11.2,0.05,Thursday,12
2017-12-15,22944,11.7,25.5,33.1,23,6.5,0.02,Friday,12
2017-12-16,19060,12.3,30.9,39.9,23,12.9,0.13,Saturday,12
2017-12-17,22403,11.6,35.7,39.9,25,5.9,0,Sunday,12
2017-12-18,40168,12.8,38.4,46.9,33.1,5.7,0.02,Monday,12
2017-12-19,49503,11.8,50.2,55.9,34,10.9,0,Tuesday,12
2017-12-20,41463,14.2,47.7,55.9,39.9,14.3,0,Wednesday,12
2017-12-21,37592,11.7,37.2,53.1,34,9.2,0,Thursday,12
2017-12-22,34341,14.5,40.1,51.1,34,6.3,0,Friday,12
2017-12-23,9608,17.3,41.2,53.1,36,7.4,0.05,Saturday,12
2017-12-24,13216,13.2,40.3,53.1,37,10.1,0.49,Sunday,12
2017-12-25,6479,16.7,36.3,41,32,15.8,0.23,Monday,12
2017-12-26,14113,11.8,27,39,24.1,16.4,0.22,Tuesday,12
2017-12-27,16365,13.7,22.8,28.9,19,10.5,0,Wednesday,12
2017-12-28,13420,11,17.3,25,14,15.2,0,Thursday,12
2017-12-29,13759,10.9,15.5,21.9,12,12.0,0,Friday,12
2017-12-30,5956,12.4,20,23,18,7.8,0,Saturday,12
2017-12-31,6569,13.2,22,23,19.9,13.6,0.48,Sunday,12
2018-01-01,5500,20.8,12.6,21.9,8.1,15.1,0,Monday,1
2018-01-02,18818,11.3,18.4,26.1,8.1,12.3,0,Tuesday,1
2018-01-03,24299,11.2,22.6,30,14,7.5,0,Wednesday,1
2018-01-04,1922,17.3,26.1,30,17.1,17.0,0.02,Thursday,1
2018-01-05,4972,16.2,16.7,28.9,10,22.4,0,Friday,1
2018-01-06,4295,29.8,11.8,19.9,8.1,19.8,0,Saturday,1
2018-01-07,5640,12.8,10.8,18,6.1,11.7,0,Sunday,1
2018-01-08,15821,17.4,22.2,30.9,6.1,9.4,0,Monday,1
2018-01-09,25091,13.1,35.5,43,18,11.2,0,Tuesday,1
2018-01-10,28252,11.9,34.2,43,26.1,6.1,0,Wednesday,1
2018-01-11,33961,12.1,40.1,46.9,26.1,4.8,0,Thursday,1
2018-01-12,22254,13.4,47.9,60.1,35.1,9.4,0.01,Friday,1
2018-01-13,17760,11.6,41.7,60.1,25,14.4,0.79,Saturday,1
2018-01-14,12399,23.6,20,25,16,13.8,0.11,Sunday,1
2018-01-15,17637,11,21.6,30,15.1,12.2,0,Monday,1
2018-01-16,30278,11.4,27.9,33.1,16,6.9,0,Tuesday,1
2018-01-17,19010,10.4,33.8,36,24.1,7.9,0.05,Wednesday,1
2018-01-18,27662,11,26,36,19.9,12.4,0.12,Thursday,1
2018-01-19,30525,11.9,31.2,39,19.9,9.6,0,Friday,1
2018-01-20,28507,14.6,43.4,54,26.1,11.0,0,Saturday,1
2018-01-21,27908,14.2,46.1,54,37,5.3,0,Sunday,1
2018-01-22,36865,20.8,42.1,52,37.9,7.1,0,Monday,1
2018-01-23,28797,13.4,44.8,59,35.6,9.1,0.03,Tuesday,1
2018-01-24,36078,11.5,42.9,60.1,34,14.2,0.28,Wednesday,1
2018-01-25,31147,11.4,29.5,45,24.1,14.6,0,Thursday,1
2018-01-26,33073,12,32,39,24.1,6.6,0,Friday,1
2018-01-27,34351,22.9,42.1,57,28,7.8,0,Saturday,1
2018-01-28,20101,21.8,50.3,57,35.1,6.4,0.19,Sunday,1
2018-01-29,36799,12,42.8,54,39,8.8,0.08,Monday,1
2018-01-30,27996,10.9,34.2,44.1,30,11.2,0.06,Tuesday,1
2018-01-31,31276,11,26.2,37,19,13.0,0,Wednesday,1
2018-02-01,35561,11.3,36.9,45,19,8.1,0,Thursday,2
2018-02-02,26313,10.9,33.4,45,21.9,13.7,0.23,Friday,2
2018-02-03,18385,12.4,22.4,39,17.1,13.5,0.18,Saturday,2
2018-02-04,13959,11.2,34.8,45,17.1,8.2,0,Sunday,2
2018-02-05,29068,12,37.4,46.9,30,12.6,1.01,Monday,2
2018-02-06,34102,11.5,31.6,41,28,6.1,0,Tuesday,2
2018-02-07,15289,10.6,32.8,46.9,28,8.3,0,Wednesday,2
